Quantity,Model No,Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM, Storage,GPU,Operating System,Operating System Version,Weight,Price ,Suplier,image,Product clip,Currency
20,910341420,HP,Spectre Pro,Ultrabook,"13.3""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows,10,1.16kg,1969.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
7,116397287,Lenovo,Yoga Book,2 in 1 Convertible,"10.1""",IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,Android,,0.69kg,948.00 ,Lenovo,https://tinyurl.com/4ycfhanz,https://tinyurl.com/2adn2f8e,Euros
5,763690853,Dell,XPS 13,Ultrabook,"13.3""",Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,Windows,10,1.23kg,1379.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
6,608493884,Lenovo,IdeaPad Y900-17ISK,Gaming,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,256GB SSD +  1TB Hybrid,Nvidia GeForce GTX 980M,Windows,10,4.6kg,1705.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
13,238647553,Razer,Blade Stealth,Ultrabook,"12.5""",Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.25kg,1029.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
23,574786834,Toshiba,Portege X30-D-10K,Ultrabook,"13.3""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows,10,1.05kg,2226.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
32,764839536,Asus,Rog GL752VW-T4308T,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,3.52kg,1312.49 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
20,890986731,Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,"13.3""",Full HD 1920x1080,Intel Atom X5-Z8350 1.44GHz,4GB,32GB Flash Storage,Intel HD Graphics 400,Windows,10,1.35kg,196.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,191665066,HP,Spectre Pro,Notebook,"13.3""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.16kg,1690.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,934617070,HP,EliteBook 1040,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.43kg,1513.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
7,815936538,Dell,Latitude E5570,Notebook,"15.6""",1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Linux,,2.09kg,523.63 ,flipcart,https://tinyurl.com/6t9y8nn3,https://tinyurl.com/sm3yrf75,Euros
13,133186797,Asus,VivoBook Max,Notebook,"15.6""",1366x768,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows,10,2kg,435.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,448768316,Lenovo,ThinkPad Yoga,2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.8kg,2614.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
15,876736935,Lenovo,Yoga Book,2 in 1 Convertible,"10.1""",IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,Windows,10,0.69kg,857.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
20,771280866,HP,EliteBook 820,Ultrabook,"12.5""",1366x768,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.26kg,1895.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
15,762792482,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,NoOS,,2.4kg,1256.00 ,Lenovo,https://tinyurl.com/72sczxm5,https://tinyurl.com/2adn2f8e,Euros
5,134146333,HP,Omen -,Gaming,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,3.35kg,1129.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
7,818485429,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,"15.6""",1366x768,Intel Core i7 7500U 2.7GHz,8GB,2TB HDD,Intel HD Graphics 620,Windows,10,2.04kg,629.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
3,157121153,Lenovo,ThinkPad P40,2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,512GB SSD,Nvidia Quadro M500M,Windows,7,1.8kg,1677.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
23,632595648,Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,"14.0""",1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows,10,1.5kg,278.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
32,589251327,HP,250 G6,Ultrabook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.84kg,752.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
20,654170034,Acer,Aspire E5-576G,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 940MX,Windows,10,2.23kg,616.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
14,436111995,Lenovo,IdeaPad 500-15ISK,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,1TB Hybrid,AMD Radeon R7 M360,Windows,10,2.5kg,539.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
5,828309924,HP,ZBook 17,Workstation,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M3000M,Windows,7,3kg,3949.40 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
7,601912686,Dell,Inspiron 5567,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,Windows,10,2.5kg,784.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
13,998835223,MSI,GT72S Dominator,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,10,3.78kg,2399.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
23,628819314,HP,EliteBook 850,Ultrabook,"15.6""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.88kg,2171.72 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
11,603044558,Lenovo,ThinkPad X1,2 in 1 Convertible,"14.0""",IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Intel HD Graphics 520,Windows,10,2.8kg,513.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
20,277340076,MSI,GP62M 7RDX,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.4kg,1142.80 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,871479314,HP,Spectre Pro,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.48kg,1629.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,858432695,HP,ZBook 15,Workstation,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M1000M,Windows,7,2.59kg,2229.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
7,456471620,HP,Spectre Pro,2 in 1 Convertible,"13.3""",Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.48kg,1799.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
13,958477451,HP,ZBook Studio,Workstation,"15.6""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia Quadro M1000M,Windows,7,2.0kg,1899.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
23,609553167,HP,EliteBook 820,Ultrabook,"12.5""",Full HD 1920x1080,Intel Core i7 6500U 2.50GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.26kg,2296.95 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
32,648164855,Dell,Vostro 5568,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,2.18kg,1009.90 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
20,840236031,HP,EliteBook 850,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.88kg,1579.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
1,248417303,Lenovo,ThinkPad X1,2 in 1 Convertible,"14.0""",IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.27kg,984.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
7,238293123,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel HD Graphics 520,NoOS,,1.9kg,1224.00 ,Lenovo,https://tinyurl.com/72sczxm5,https://tinyurl.com/2adn2f8e,Euros
7,868565500,HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,"15.6""",1366x768,AMD E-Series 7110 1.8GHz,4GB,500GB HDD,AMD Radeon R2 Graphics,Windows,10,1.86kg,297.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,868846072,Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1TB HDD,AMD Radeon R5 M330,NoOS,,2.32kg,2257.00 ,Lenovo,https://tinyurl.com/72sczxm5,https://tinyurl.com/2adn2f8e,Euros
23,438206756,Dell,Inspiron 7567,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050Ti,Windows,10,2.62kg,1199.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
32,187708068,Dell,XPS 15,Notebook,"15.6""",IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5 6300HQ 2.3GHz,8GB,256GB SSD,Nvidia GeForce 960M,Windows,10,2.04kg,2250.68 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
20,500726627,HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,"15.6""",Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,4GB,256GB SSD,AMD Radeon 520,Windows,10,1.91kg,478.89 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,955465868,MSI,GP72M 7REX,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7kg,1492.80 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
8,585301626,Lenovo,ThinkPad T460s,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12GB,512GB SSD,Intel HD Graphics 520,Windows,7,1.4kg,593.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
8,855488841,Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1TB Hybrid,AMD Radeon R5 M330,Windows,10,2.5kg,885.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
13,708765873,HP,Spectre Pro,2 in 1 Convertible,"13.3""",Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows,10,1.48kg,2041.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
6,602378410,Lenovo,ThinkPad T460,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,7,1.7kg,2435.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
32,551761631,MSI,GS40 Phantom,Gaming,"14.0""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows,10,1.7kg,1769.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
20,892170413,HP,Pavilion 15-cb003nv,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.62kg,899.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
8,581738065,Lenovo,IdeaPad 310-15ISK,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2.0GHz,8GB,1TB HDD,Intel HD Graphics 520,Windows,10,2.2kg,1697.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
5,407800673,HP,250 G4,Notebook,"15.6""",1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,NoOS,,2.1kg,476.99 ,flipcart,https://tinyurl.com/72sczxm5,https://tinyurl.com/4e3ttnsm,Euros
7,769582170,Dell,Inspiron 7567,Gaming,"15.6""",4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62kg,1498.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
0,415128711,Lenovo,ThinkPad T570,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.95kg,2654.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
12,887802598,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Nvidia GeForce 920MX ,Windows,10,2.2kg,1850.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
32,749879562,HP,Stream 14-AX000nv,Notebook,"14.0""",1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows,10,1.44kg,249.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
20,562288104,MSI,PL60 7RD,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,839.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,842837284,HP,250 G5,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.96kg,679.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,137825902,HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,Windows,10,2.1kg,1159.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
7,467629657,Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,"15.6""",1366x768,Intel Celeron Dual Core N3050 1.6GHz,4GB,500GB HDD,Intel HD Graphics,Windows,10,2.2kg,369.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
9,640201804,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,"15.6""",1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,NoOS,,2.1kg,2728.00 ,Lenovo,https://tinyurl.com/72sczxm5,https://tinyurl.com/2adn2f8e,Euros
13,665586450,Lenovo,IdeaPad 510-15IKB,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 940MX,NoOS,,2.2kg,2728.00 ,Lenovo,https://tinyurl.com/72sczxm5,https://tinyurl.com/2adn2f8e,Euros
32,342046735,Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,"14.0""",Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,2kg,769.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
15,262713525,Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,1TB Hybrid,Intel HD Graphics 520,Windows,7,2.32kg,1791.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
5,344820661,Lenovo,IdeaPad Y700-15ISK,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD,Nvidia GeForce GTX 960,Windows,10,3.31kg,1333.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
5,710393506,MSI,GS60 Ghost,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows,10,1.91kg,2153.37 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
7,881564540,HP,ProBook 450,Notebook,"15.6""",1366x768,Intel Core i3 6100U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.07kg,650.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,754626897,Lenovo,ThinkPad X1,2 in 1 Convertible,"14.0""",IPS Panel Touchscreen 2560x1440,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.36kg,672.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
14,417795311,Lenovo,IdeaPad 310-15IKB,Ultrabook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6GB,256GB SSD,Nvidia GeForce 920M,Windows,10,1.54kg,1481.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
32,380231341,Dell,Vostro 5568,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce GT 940MX,Linux,,1.98kg,895.01 ,flipcart,https://tinyurl.com/6t9y8nn3,https://tinyurl.com/sm3yrf75,Euros
20,514934843,Acer,Aspire 3,Notebook,"15.6""",1366x768,Intel Celeron Dual Core N3350 2GHz,4GB,500GB HDD,Intel HD Graphics 500,Windows,10,2.1kg,333.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,124521488,HP,Pavilion 15-BC000nv,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6GB,1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.18kg,799.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,759533837,Asus,Rog GL552VW-DM201T,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.591kg,909.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
7,450252949,Dell,Inspiron 5578,2 in 1 Convertible,"15.6""",Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows,10,2.09kg,1179.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
13,728191702,Acer,Aspire E5-576G,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,2.23kg,691.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
23,253635706,Dell,XPS 13,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Linux,,1.23kg,1099.00 ,flipcart,https://tinyurl.com/6t9y8nn3,https://tinyurl.com/sm3yrf75,Euros
32,334587030,Acer,Predator G9-793,Gaming,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,4.2kg,2599.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
14,942922939,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.4kg,2013.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
10,862480044,Samsung,Chromebook Plus,2 in 1 Convertible,"12.3""",IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,4GB,32GB Flash Storage,ARM Mali T860 MP4,Chrome,,1.15kg,659.00 ,flipcart,https://tinyurl.com/ajhv344r,https://tinyurl.com/4e3ttnsm,Euros
5,817025210,HP,250 G6,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,1.86kg,485.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
7,368905794,Apple,MacBook 12,Ultrabook,"12.0""",IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8GB,256GB Flash Storage,Intel HD Graphics 5300,Mac,X,0.920kg,1163.00 ,flipcart,https://tinyurl.com/zxvcr9ds,https://tinyurl.com/2adn2f8e,Euros
13,609738527,Dell,Inspiron 7378,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.6kg,1199.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
23,794016679,HP,Pavilion Power,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.21kg,1327.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
1,938311456,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon R5 M430,NoOS,,1.9kg,1339.00 ,Lenovo,https://tinyurl.com/72sczxm5,https://tinyurl.com/2adn2f8e,Euros
20,826029970,Asus,Rog G752VY-GC229T,Gaming,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows,10,4.3kg,2150.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,355660643,Acer,Aspire 3,Notebook,"15.6""",1366x768,Intel Celeron Dual Core N3350 2GHz,4GB,1TB HDD,Intel HD Graphics 500,Linux,,2.1kg,272.00 ,flipcart,https://tinyurl.com/6t9y8nn3,https://tinyurl.com/4e3ttnsm,Euros
5,759288182,MSI,GS73VR 7RF,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.43kg,2048.90 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
7,816337600,Dell,Inspiron 5567,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2.0GHz,4GB,128GB SSD,AMD Radeon R7 M440,Windows,10,2.3kg,499.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
6,512371267,Lenovo,IdeaPad 310-15ISK,Notebook,"15.6""",1366x768,Intel Core i7 6500U 2.5GHz,8GB,500GB HDD,Nvidia GeForce 920MX,NoOS,,2.2kg,2957.00 ,Lenovo,https://tinyurl.com/72sczxm5,https://tinyurl.com/2adn2f8e,Euros
